Date,Concatenate,Day,Month,Year,Band,Headline,Support,Venue,Notes
25 November 1995,On this day in 1995 Mike saw Blur supported by Orchestra at Birmingham NEC,25,11,1995,Blur,Blur,Orchestra,Birmingham NEC,
25 November 2007,On this day in 2007 Mike saw Queens of the Stone Age supported by Eighties B-Line Matchbox Disaster at Nottingham Rock City,25,11,2007,Queens of the Stone Age,Queens of the Stone Age,Eighties B-Line Matchbox Disaster,Nottingham Rock City,
25 November 2008,On this day in 2008 Mike saw Subways supported by Twin Atlantic at Nottingham Rock City,25,11,2008,Subways,The Subways,Twin Atlantic,Nottingham Rock City,
25 November 2009,"On this day in 2009 Mike saw White Lies supported by Asobi Seksu, Violens at Nottingham Rock City",25,11,2009,White Lies,White Lies,"Asobi Seksu, Violens",Nottingham Rock City,
26 November 2005,"On this day in 2005 Mike saw Franz Ferdinand supported by Editors, Rakes at Manchester - MEN Arena",26,11,2005,Franz Ferdinand,Franz Ferdinand,"Editors, Rakes",Manchester - MEN Arena,
26 November 2009,On this day in 2009 Mike saw Fall supported by Black Carrot at Leamington Spa Assembly,26,11,2009,Fall,The Fall,Black Carrot,Leamington Spa Assembly,
26 November 2012,On this day in 2012 Mike saw Peter Hook & the Light at Leicester University,26,11,2012,Peter Hook & the Light,Peter Hook & the Light,,Leicester University,
27 November 1989,On this day in 1989 Mike saw James supported by Band of Holy Joy at Cambridge Corn Exchange,27,11,1989,James,James,Band of Holy Joy,Cambridge Corn Exchange,
27 November 1994,On this day in 1994 Mike saw Salad supported by Miss That Beat at Leicester - The Charlotte,27,11,1994,Salad,Salad,Miss That Beat,Leicester - The Charlotte,
27 November 2006,"On this day in 2006 Mike saw Dirty Pretty Things supported by Larrikin Love, Hot Club de Paris at Nottingham Rock City",27,11,2006,Dirty Pretty Things,Dirty Pretty Things,"Larrikin Love, Hot Club de Paris",Nottingham Rock City,
27 November 2008,On this day in 2008 Mike saw Primal Scream supported by Cristine at Nottingham Rock City,27,11,2008,Primal Scream,Primal Scream,Cristine,Nottingham Rock City,
27 November 2019,On this day in 2019 Mike saw Wonderstuff supported by Jim Bob at Nottingham Rock City,27,11,2019,Wonderstuff,The Wonderstuff,Jim Bob,Nottingham Rock City,
28 November 2005,On this day in 2005 Mike saw Lloyd Cole at Leicester - Phoenix Arts Theatre,28,11,2005,Lloyd Cole,Lloyd Cole,,Leicester - Phoenix Arts Theatre,
29 November 2014,On this day in 2014 Mike saw Morrissey supported by Anna Calvi at London O2 Arena,29,11,2014,Morrissey,Morrissey,Anna Calvi,London O2 Arena,
30 November 1990,On this day in 1990 Mike saw Venus Beads supported by Spitfire at Camden Falcon,30,11,1990,Venus Beads,Venus Beads,Spitfire,Camden Falcon,
30 November 1991,"On this day in 1991 Mike saw Pogues supported by 2 Lost Sons, Storm at Cambridge Corn Exchange",30,11,1991,Pogues,The Pogues,"2 Lost Sons, Storm",Cambridge Corn Exchange,
30 November 2016,On this day in 2016 Mike saw Jim Bob supported by Chris T-T at Leicester - The Musician,30,11,2016,Jim Bob,Jim Bob,Chris T-T,Leicester - The Musician,
30 November 2019,On this day in 2019 Mike saw U2UK at Mountsorrel Memorial Centre,30,11,2019,U2UK,U2UK,,Mountsorrel Memorial Centre,
1 December 1993,On this day in 1993 Mike saw Jacob's Mouse at Cambridge Boat Race,1,12,1993,Jacob's Mouse,Jacob's Mouse,,Cambridge Boat Race,
2 December 1991,"On this day in 1991 Mike saw My Bloody Valentine supported by Mercury Rev, God Machine at Cambridge Corn Exchange",2,12,1991,My Bloody Valentine,My Bloody Valentine,"Mercury Rev, God Machine",Cambridge Corn Exchange,
3 December 1989,On this day in 1989 Mike saw Happy Mondays supported by MC Buzz B at Cambridge Corn Exchange,3,12,1989,Happy Mondays,Happy Mondays,MC Buzz B,Cambridge Corn Exchange,
3 December 1992,"On this day in 1992 Mike saw Wedding Present supported by Moonshake, Tse Tse Fly at Cambridge Corn Exchange",3,12,1992,Wedding Present,The Wedding Present,"Moonshake, Tse Tse Fly",Cambridge Corn Exchange,
3 December 2019,On this day in 2019 Mike saw Hot Snakes supported by LIINES at Nottingham Bodega,3,12,2019,Hot Snakes,Hot Snakes,LIINES,Nottingham Bodega,
4 December 1989,On this day in 1989 Mike saw House of Love supported by Something Pretty Beautiful at Portsmouth Polytechnic,4,12,1989,House of Love,House of Love,Something Pretty Beautiful,Portsmouth Polytechnic,
4 December 1994,On this day in 1994 Mike saw Oasis at Cambridge Corn Exchange,4,12,1994,Oasis,Oasis,,Cambridge Corn Exchange,
4 December 2006,On this day in 2006 Mike saw Boy Kill Boy supported by Magnetic at Leicester - The Charlotte,4,12,2006,Boy Kill Boy,Boy Kill Boy,Magnetic,Leicester - The Charlotte,
5 December 1989,On this day in 1989 Mike saw House of Love supported by Something Pretty Beautiful at Exeter University Lemon Grove,5,12,1989,House of Love,House of Love,Something Pretty Beautiful,Exeter University Lemon Grove,
5 December 1992,"On this day in 1992 Mike saw Jesus and Mary Chain supported by God Machine, Mint 400 at Brixton Academy",5,12,1992,Jesus and Mary Chain,Jesus & Mary Chain,"God Machine, Mint 400",Brixton Academy,
5 December 2006,"On this day in 2006 Mike saw Kasabian supported by Fratellis at De Montfort Hall, Leicester",5,12,2006,Kasabian,Kasabian,Fratellis,"De Montfort Hall, Leicester",
5 December 2008,On this day in 2008 Mike saw Wedding Present at Leicester - The Charlotte,5,12,2008,Wedding Present,The Wedding Present,,Leicester - The Charlotte,
5 December 2018,On this day in 2018 Mike saw Shame at London Rough Trade East,5,12,2018,Shame,Shame,,London Rough Trade East,
6 December 1989,On this day in 1989 Mike saw House of Love supported by Something Pretty Beautiful at Plymouth Academy,6,12,1989,House of Love,House of Love,Something Pretty Beautiful,Plymouth Academy,
6 December 1995,On this day in 1995 Mike saw Pagan Billy at Cambridge - The Wrestlers,6,12,1995,Pagan Billy,Pagan Billy,,Cambridge - The Wrestlers,
8 December 1991,On this day in 1991 Mike saw Ramones supported by Damned at Brixton Academy,8,12,1991,Ramones,The Ramones,Damned,Brixton Academy,
9 December 1989,"On this day in 1989 Mike saw Buzzcocks supported by Family Cat, Senseless Things at Brixton Academy",9,12,1989,Buzzcocks,Buzzcocks,"Family Cat, Senseless Things",Brixton Academy,
9 December 1992,On this day in 1992 Mike saw Back to the Planet at Cambridge Boat Race,9,12,1992,Back to the Planet,Back to the Planet,,Cambridge Boat Race,
9 December 2009,On this day in 2009 Mike saw Yeah Yeah Yeahs supported by Duchess Says at Birmingham 02 Academy,9,12,2009,Yeah Yeah Yeahs,Yeah Yeah Yeahs,Duchess Says,Birmingham 02 Academy,
10 December 1984,On this day in 1984 Mike saw Big Country supported by Cult at Birmingham NEC,10,12,1984,Big Country,Big Country,Cult,Birmingham NEC,
10 December 1990,On this day in 1990 Mike saw Carter the Unstoppable Sex Machine supported by Thrilled Skinny at Cambridge - The Junction,10,12,1990,Carter the Unstoppable Sex Machine,Carter the Unstoppable Sex Machine,Thrilled Skinny,Cambridge - The Junction,
10 December 1998,On this day in 1998 Mike saw Wonderstuff at Leicester - The Charlotte,10,12,1998,Wonderstuff,The Wonderstuff,,Leicester - The Charlotte,
12 December 1991,On this day in 1991 Mike saw Electronic supported by Stereo MCs at Wembley Hall,12,12,1991,Electronic,Electronic,Stereo MCs,Wembley Hall,
13 December 1990,On this day in 1990 Mike saw Mighty Lemon Drops supported by Rodney Allen Experience at London Marquee Club,13,12,1990,Mighty Lemon Drops,Mighty Lemon Drops,Rodney Allen Experience,London Marquee Club,
13 December 2018,On this day in 2018 Mike saw Wedding Present at Leicester Dryden Street Social,13,12,2018,Wedding Present,The Wedding Present,,Leicester Dryden Street Social,
14 December 1989,On this day in 1989 Mike saw Big Audio Dynamite supported by Mr Monday at Cambridge Corn Exchange,14,12,1989,Big Audio Dynamite,Big Audio Dynamite,Mr Monday,Cambridge Corn Exchange,
14 December 1990,On this day in 1990 Mike saw Fall supported by I Ludricous at Cambridge Corn Exchange,14,12,1990,Fall,The Fall,I Ludricous,Cambridge Corn Exchange,
14 December 1991,On this day in 1991 Mike saw Wonderstuff supported by Kingmaker at Brixton Academy,14,12,1991,Wonderstuff,The Wonderstuff,Kingmaker,Brixton Academy,
14 December 1994,On this day in 1994 Mike saw New Model Army at Leicester University,14,12,1994,New Model Army,New Model Army,,Leicester University,
14 December 2012,On this day in 2012 Mike saw Hives supported by Minutes at Camden Roundhouse,14,12,2012,Hives,The Hives,Minutes,Camden Roundhouse,
15 December 1990,On this day in 1990 Mike saw Cud supported by Ted Chippington at New Cross - The Venue,15,12,1990,Cud,Cud,Ted Chippington,New Cross - The Venue,
15 December 1991,"On this day in 1991 Mike saw My Bloody Valentine supported by Swervedriver, God Machine at London Town & Country Club",15,12,1991,My Bloody Valentine,My Bloody Valentine,"Swervedriver, God Machine",London Town & Country Club,
15 December 1992,"On this day in 1992 Mike saw Sonic Youth supported by Pavement, Huggy Bear at Brixton Academy",15,12,1992,Sonic Youth,Sonic Youth,"Pavement, Huggy Bear",Brixton Academy,
16 December 1992,On this day in 1992 Mike saw Family Cat supported by Family Cat at Cambridge Corn Exchange,16,12,1992,Family Cat,Carter the Unstoppable Sex Machine,Family Cat,Cambridge Corn Exchange,
18 December 1992,"On this day in 1992 Mike saw Stereolab supported by Th' Faith Healers, Moonshake, Pram at Harlow - The Square",18,12,1992,Stereolab,Too Pure Xmas Party,"Th' Faith Healers, Moonshake, Pram",Harlow - The Square,
19 December 1991,On this day in 1991 Mike saw Family Cat supported by Armitage Shanks at Clapham - The Grand,19,12,1991,Family Cat,The Family Cat,Armitage Shanks,Clapham - The Grand,
19 December 2004,On this day in 2004 Mike saw Interpol supported by Secret Machines at Nottingham Rock City,19,12,2004,Interpol,Interpol,Secret Machines,Nottingham Rock City,
20 December 1989,On this day in 1989 Mike saw Jesus and Mary Chain supported by Primal Scream at London Kilburn National,20,12,1989,Jesus and Mary Chain,Jesus & Mary Chain,Primal Scream,London Kilburn National,
20 December 1995,On this day in 1995 Mike saw Pagan Billy at Fulbourn Social Club,20,12,1995,Pagan Billy,Pagan Billy,,Fulbourn Social Club,
21 December 1994,On this day in 1994 Mike saw Family Cat at Islington - The Garage,21,12,1994,Family Cat,The Family Cat,,Islington - The Garage,
21 December 1995,On this day in 1995 Mike saw Pagan Billy at Cambridge Boat Race,21,12,1995,Pagan Billy,Pagan Billy,,Cambridge Boat Race,
22 December 1989,"On this day in 1989 Mike saw Mega City Four supported by Well Loaded, The Colour Factory at Cambridge Sea Cadet Hall",22,12,1989,Mega City Four,Mega City Four,"Well Loaded, The Colour Factory",Cambridge Sea Cadet Hall,
22 December 2012,"On this day in 2012 Mike saw Wonderstuff supported by Pop Will Eat Itself, Jesus Jones at Birmingham 02 Academy",22,12,2012,Wonderstuff,The Wonderstuff,"Pop Will Eat Itself, Jesus Jones",Birmingham 02 Academy,
23 December 1992,On this day in 1992 Mike saw Pagan Billy at Cambridge - The Wrestlers,23,12,1992,Pagan Billy,Pagan Billy,,Cambridge - The Wrestlers,
23 December 1993,On this day in 1993 Mike saw Family Cat supported by Rosa Mota at New Cross - The Venue,23,12,1993,Family Cat,The Family Cat,Rosa Mota,New Cross - The Venue,
23 December 1994,On this day in 1994 Mike saw Pagan Billy at Cambridge Boat Race,23,12,1994,Pagan Billy,Pagan Billy,,Cambridge Boat Race,
29 December 1990,"On this day in 1990 Mike saw Family Cat supported by Charlottes, Jane Pow at New Cross - The Venue",29,12,1990,Family Cat,The Family Cat,"Charlottes, Jane Pow",New Cross - The Venue,
